Date,Price,Volume
2020-06-12,7.605,16
2020-06-13,7.921,5
2020-06-14,8.21,5
2020-06-15,7.753,26
2020-06-16,7.819,13
2020-06-17,7.561,12
2020-06-18,7.798,16
2020-06-19,7.491,19
2020-06-20,8.011,28
2020-06-21,8.228,12
2020-06-22,7.986,16
2020-06-23,8.589,11
2020-06-24,8.883,11
2020-06-25,8.105,9
2020-06-26,7.494,19
2020-06-27,7.547,21
2020-06-28,6.744,13
2020-06-29,7.328,16
2020-06-30,6.932,15
2020-07-01,7.479,16
2020-07-02,7.739,19
2020-07-03,7.933,25
2020-07-04,8.246,44
2020-07-05,9.505,24
2020-07-06,8.776,11
2020-07-07,8.831,30
2020-07-08,9.692,20
2020-07-09,9.429,8
2020-07-10,9.597,13
2020-07-11,9.931,7
2020-07-12,9.709,15
2020-07-13,9.218,12
2020-07-14,9.656,12
2020-07-15,9.98,14
2020-07-16,10.3,24
2020-07-17,10.744,26
2020-07-18,10.392,10
2020-07-19,10.862,29
2020-07-20,11.79,187
2020-07-21,10.828,10
2020-07-22,11.369,10
2020-07-23,14.339,87
2020-07-24,17.539,32
2020-07-25,19.449,68
2020-07-26,19.44,64
2020-07-27,21.347,32
2020-07-28,22.762,36
2020-07-29,21.455,50
2020-07-30,18.506,36
2020-07-31,15.463,21
2020-08-01,14.169,11
2020-08-02,14.13,11
2020-08-03,13.371,26
2020-08-04,12.978,23
2020-08-05,12.935,14
2020-08-06,13.896,29
2020-08-07,13.554,6
2020-08-08,12.378,6
2020-08-09,13.623,13
2020-08-10,13.617,18
2020-08-11,12.453,19
2020-08-12,12.881,16
2020-08-13,12.847,6
2020-08-14,11.97,10
2020-08-15,12.024,13
2020-08-16,11.67,12
2020-08-17,11.332,6
2020-08-18,11.836,20
2020-08-19,10.508,21
2020-08-20,11.874,9
2020-08-21,11.919,7
2020-08-22,11.514,15
2020-08-23,11.242,17
2020-08-24,11.41,12
2020-08-25,11.032,22
2020-08-26,11.536,7
2020-08-27,11.624,9
2020-08-28,11.492,9
2020-08-29,11.251,12
2020-08-30,11.591,11
2020-08-31,11.081,17
2020-09-01,12.156,11
2020-09-02,12.534,5
2020-09-03,11.37,8
2020-09-04,11.534,10
2020-09-05,11.565,9
2020-09-06,10.812,4
2020-09-07,9.212,7
2020-09-08,11.339,7
2020-09-09,11.232,13
2020-09-10,10.903,15
2020-09-11,11.603,7
2020-09-12,10.049,9
2020-09-13,10.805,18
2020-09-14,10.118,4
2020-09-15,10.387,16
2020-09-16,11.906,9
2020-09-17,10.522,9
2020-09-18,10.563,15
2020-09-19,11.002,6
2020-09-20,11.147,15
2020-09-21,10.993,16
2020-09-22,10.923,23
2020-09-23,11.523,11
2020-09-24,11.555,17
2020-09-25,12.035,8
2020-09-26,12.06,6
2020-09-27,12.273,11
2020-09-28,12.017,3
2020-09-29,10.513,10
2020-09-30,10.756,11
2020-10-01,11.51,8
2020-10-02,11.256,14
2020-10-03,11.254,15
2020-10-04,12.423,18
2020-10-05,11.396,9
2020-10-06,12.056,15
2020-10-07,11.104,8
2020-10-08,12.373,13
2020-10-09,12.628,9
2020-10-10,12.313,12
2020-10-11,11.065,5
2020-10-12,11.902,11
2020-10-13,11.209,15
2020-10-14,13.158,16
2020-10-15,13.796,5
2020-10-16,13.072,6
2020-10-17,13.1,3
2020-10-18,12.344,4
2020-10-19,11.592,10
2020-10-20,11.854,15
2020-10-21,10.902,7
2020-10-22,11.17,19
2020-10-23,11.368,7
2020-10-24,11.517,8
2020-10-25,10.852,15
2020-10-26,12.257,2
2020-10-27,11.342,10
2020-10-28,12.062,16
2020-10-29,12.044,23
2020-10-30,12.32,26
2020-10-31,11.692,13
2020-11-01,12.921,6
2020-11-02,12.611,10
2020-11-03,12.768,13
2020-11-04,7.746,5
2020-11-05,10.151,6
2020-11-06,11.638,6
2020-11-07,11.827,10
2020-11-08,11.723,7
2020-11-09,11.433,7
2020-11-10,11.49,10
2020-11-11,11.076,13
2020-11-12,11.354,2
2020-11-13,11.4,4
2020-11-14,11.405,8
2020-11-15,11.746,8
2020-11-16,11.632,8
2020-11-17,11.939,8
2020-11-18,11.572,11
2020-11-19,11.613,18
2020-11-20,11.848,10
2020-11-21,12.113,9
2020-11-22,11.976,11
2020-11-23,11.511,2
2020-11-24,11.82,7
2020-11-25,11.928,14
2020-11-26,10.781,7
2020-11-27,11.166,9
2020-11-28,10.127,5
2020-11-29,9.91,20
2020-11-30,9.605,7
2020-12-01,9.26,12
2020-12-02,10.481,19
2020-12-03,11.064,14
2020-12-04,8.408,29
2020-12-05,8.866,11
2020-12-06,9.176,10
2020-12-07,9.512,8
2020-12-08,9.121,9
2020-12-09,9.098,20
2020-12-10,8.5,12
2020-12-11,8.703,27
2020-12-12,9.189,15
2020-12-13,9.196,8
2020-12-14,9.328,13
2020-12-15,9.311,28
2020-12-16,9.512,11
2020-12-17,9.988,11
2020-12-18,9.914,22
2020-12-19,10.918,40
2020-12-20,10.414,5
2020-12-21,10.779,8
2020-12-22,11.028,8
2020-12-23,10.46,5
2020-12-24,10.746,12
2020-12-25,10.435,6
2020-12-26,10.044,12
2020-12-27,10.705,11
2020-12-28,10.763,14
2020-12-29,10.845,13
2020-12-30,11.409,6
2020-12-31,11.085,8
2021-01-01,10.549,8
2021-01-02,10.995,11
2021-01-03,11.306,21
2021-01-04,11.56,12
2021-01-05,11.631,16
2021-01-06,12.107,11
2021-01-07,12.034,3
2021-01-08,12.316,2
2021-01-09,12.212,4
2021-01-10,12.314,7
2021-01-11,12.493,9
2021-01-12,13.08,12
2021-01-13,13.029,7
2021-01-14,12.884,6
2021-01-15,13.001,4
2021-01-16,13.077,4
2021-01-17,13.62,9
2021-01-18,12.088,2
2021-01-19,11.615,11
2021-01-20,13.005,5
2021-01-21,12.721,4
2021-01-22,13.203,11
2021-01-23,13.421,10
2021-01-24,12.436,13
2021-01-25,13.538,6
2021-01-26,13.732,8
2021-01-27,13.06,7
2021-01-28,11.91,31
2021-01-29,12.12,5
2021-01-30,11.811,10
2021-01-31,12.257,4
2021-02-01,12.029,4
2021-02-02,12.046,5
2021-02-03,10.504,6
2021-02-04,11.256,9
2021-02-05,11.479,9
2021-02-06,10.96,8
2021-02-07,10.879,7
2021-02-08,10.628,8
2021-02-09,9.724,10
2021-02-10,9.943,2
2021-02-11,8.6,4
2021-02-12,9.299,9
2021-02-13,8.147,5
2021-02-14,9.122,12
2021-02-15,9.282,4
2021-02-16,9.786,7
2021-02-17,10.576,4
2021-02-18,10.185,2
2021-02-19,10.181,11
2021-02-20,10.639,15
2021-02-21,10.552,3
2021-02-22,11.365,7
2021-02-23,10.198,5
2021-02-24,10.49,5
2021-02-25,9.444,7
2021-02-26,10.345,5
2021-02-27,10.568,20
2021-02-28,10.945,19
2021-03-01,11.054,11
2021-03-02,10.733,10
2021-03-03,10.79,7
2021-03-04,11.105,26
2021-03-05,11.211,12
2021-03-06,11.038,5
2021-03-07,10.489,6
2021-03-08,10.28,5
2021-03-09,10.343,12
2021-03-10,10.747,6
2021-03-11,10.811,27
2021-03-12,10.28,74
2021-03-13,8.465,33
2021-03-14,9.764,11
2021-03-15,10.164,8
2021-03-16,10.075,6
2021-03-17,9.606,11
2021-03-18,9.973,20
2021-03-19,10.287,15
2021-03-20,10.258,4
2021-03-21,10.124,7
2021-03-22,10.122,20
2021-03-23,9.459,4
2021-03-24,9.405,19
2021-03-25,9.407,4
2021-03-26,10.233,15
2021-03-27,10.381,10
2021-03-28,10.636,7
2021-03-29,10.466,7
2021-03-30,10.425,9
2021-03-31,10.111,16
2021-04-01,9.277,14
2021-04-02,10.423,16
2021-04-03,10.578,9
2021-04-04,10.375,6
2021-04-05,10.727,7
2021-04-06,10.904,10
2021-04-07,10.512,7
2021-04-08,9.529,16
2021-04-09,9.452,20
2021-04-10,8.846,23
2021-04-11,8.806,17
2021-04-12,8.146,2
2021-04-13,8.201,8
2021-04-14,8.003,2
2021-04-15,8.466,9
2021-04-16,9.027,7
2021-04-17,9.071,3
2021-04-18,8.542,4
2021-04-19,8.384,7
2021-04-20,8.515,7
2021-04-21,8.604,8
2021-04-22,7.732,8
2021-04-23,7.451,3
2021-04-24,7.952,11
2021-04-25,8.282,6
2021-04-26,8.384,4
2021-04-27,7.601,10
2021-04-28,7.145,3
2021-04-29,7.422,11
2021-04-30,7.84,4
2021-05-01,7.329,12
2021-05-02,7.479,20
2021-05-03,8.543,12
2021-05-04,9.308,4
2021-05-05,9.099,11
2021-05-06,9.253,11
2021-05-07,8.436,7
2021-05-08,8.951,9
2021-05-09,8.949,11
2021-05-10,9.0,8
2021-05-10,9.918,1
2021-05-11,8.521,1
2021-05-11,7.933,2
2021-05-11,8.712,1
2021-05-11,8.712,1
2021-05-11,9.361,1
2021-05-11,9.48,1
2021-05-12,9.531,1
2021-05-12,9.362,1
2021-05-12,8.46,1
2021-05-12,9.476,1
2021-05-13,3.891,1
2021-05-13,9.248,2
2021-05-13,8.676,1
2021-05-13,8.686,2
2021-05-13,8.676,1
2021-05-13,8.67,1
2021-05-13,8.942,2
2021-05-14,8.781,1
2021-05-14,9.36,2
2021-05-14,9.444,1
2021-05-14,9.36,1
2021-05-14,9.142,1
2021-05-14,7.649,1
2021-05-14,8.553,2
2021-05-14,9.042,2
2021-05-14,9.255,4
2021-05-15,8.544,3
2021-05-15,4.222,4
2021-05-15,8.797,1
2021-05-15,8.823,1
2021-05-15,8.858,1
2021-05-15,9.33,1
2021-05-15,9.398,1
2021-05-16,8.371,1
2021-05-16,8.297,1
2021-05-16,8.003,1
2021-05-17,8.648,1
2021-05-17,8.649,1
2021-05-17,8.334,2
2021-05-17,8.627,5
2021-05-17,8.4805,8
2021-05-17,8.499,2
2021-05-17,8.683,3
2021-05-17,9.396,1
2021-05-17,9.141,5
2021-05-17,9.396,1
2021-05-17,9.449,1
2021-05-17,9.472,1
2021-05-17,8.95,1
2021-05-18,8.958,1
2021-05-18,9.46,1
2021-05-18,8.958,1
2021-05-18,9.432,1
2021-05-18,8.97,1
2021-05-19,9.123,2
2021-05-19,9.178,1
2021-05-19,9.242,1
2021-05-19,9.414,1
2021-05-19,9.479,2
2021-05-20,9.243,2
2021-05-20,9.21,2
2021-05-20,9.49,8
2021-05-20,9.37,2
2021-05-20,9.874,3
2021-05-20,9.861,1
2021-05-20,9.879,1
2021-05-20,9.398,3
2021-05-21,9.435,2
2021-05-21,9.361,1
2021-05-21,9.875,5
2021-05-21,9.947,1
2021-05-21,9.947,3
2021-05-21,9.875,1
2021-05-21,9.692,1
2021-05-21,9.986,2
2021-05-22,9.852,2
2021-05-22,9.912,3
2021-05-22,9.765,1
2021-05-22,9.97,1
2021-05-22,9.964,1
2021-05-22,9.949,4
2021-05-22,9.802,1
2021-05-22,9.949,3
2021-05-22,9.006,1
2021-05-22,9.966,1
2021-05-22,10.18,1
2021-05-23,10.169,1
2021-05-23,10.198,4
2021-05-23,10.471,1
2021-05-23,10.5755,4
2021-05-23,10.339,1
2021-05-24,10.48,1
2021-05-24,9.765,1
2021-05-24,9.765,1
2021-05-24,9.765,3
2021-05-24,9.004,1
2021-05-24,9.802,2
2021-05-24,10.383,1
2021-05-25,10.316,1
2021-05-25,9.793,1
2021-05-25,9.795,1
2021-05-25,9.802,1
2021-05-25,9.793,1
2021-05-25,9.795,1
2021-05-26,10.072,2
2021-05-26,10.0,1
2021-05-26,9.508,1
2021-05-27,9.508,1
2021-05-27,9.545,1
2021-05-27,9.582,1
2021-05-27,10.11,1
2021-05-27,9.618,10
2021-05-28,9.545,1
2021-05-28,10.022,4
2021-05-28,10.022,1
2021-05-28,9.618,1
2021-05-28,10.022,2
2021-05-28,10.077,5
2021-05-28,9.472,1
2021-05-28,10.074,1
2021-05-28,10.132,3
2021-05-29,10.485,2
2021-05-29,9.729,1
2021-05-29,10.169,1
2021-05-29,9.972,1
2021-05-29,9.692,1
2021-05-29,9.545,2
2021-05-29,10.324,1
2021-05-30,10.475,1
2021-05-30,9.545,1
2021-05-30,9.449,1
2021-05-30,9.439,1
2021-05-31,9.227,1
2021-05-31,9.436,4
2021-05-31,9.224,2
2021-05-31,9.479,2
2021-06-01,9.098,1
2021-06-01,9.551,1
2021-06-01,9.539,1
2021-06-02,8.97,1
2021-06-03,8.627,1
2021-06-03,8.958,3
2021-06-03,8.799,1
2021-06-03,9.238,1
2021-06-03,9.249,1
2021-06-03,8.774,1
2021-06-03,9.406,2
2021-06-03,9.725,1
2021-06-04,9.271,2
2021-06-04,9.86,1
2021-06-04,9.879,1
2021-06-04,9.866,1
2021-06-04,9.091,1
2021-06-05,8.981,1
2021-06-05,8.591,1
2021-06-05,9.802,1
2021-06-05,9.076,1
2021-06-05,9.458,1
2021-06-05,6.241,1
2021-06-05,9.141,1
2021-06-06,9.141,1
2021-06-06,9.473,1
2021-06-06,9.478,1
2021-06-06,9.491,1
2021-06-06,9.0,1
2021-06-06,9.562,1
2021-06-06,9.24,1
2021-06-06,9.241,3
2021-06-06,9.609,1
2021-06-06,9.922,3
2021-06-06,9.609,1
2021-06-07,9.606,1
2021-06-07,9.607,1
2021-06-07,9.556,1
2021-06-07,9.279,1
2021-06-07,9.633,2
2021-06-07,8.847,5
2021-06-08,8.736,1
2021-06-08,8.76,1
2021-06-08,8.892,1
2021-06-09,7.707,1
2021-06-09,8.758,1
2021-06-09,9.361,1
2021-06-09,9.383,4
2021-06-09,8.737,1
2021-06-09,9.338,2
2021-06-09,9.37,1
2021-06-09,9.607,1
2021-06-10,8.96,2
